"Statistic Label","Quarter","Private or Public Sector","UNIT","VALUE"
"Average Hourly Earnings (Seasonally Adjusted)","2009Q4","Public sector","Euro","30.03"
"Average Hourly Earnings (Seasonally Adjusted)","2009Q4","All sectors","Euro","22.31"
"Average Hourly Earnings (Seasonally Adjusted)","2010Q1","Private sector","Euro","19.52"
"Average Hourly Earnings (Seasonally Adjusted)","2010Q1","Public sector","Euro","28.78"
"Average Hourly Earnings (Seasonally Adjusted)","2010Q1","All sectors","Euro","21.98"
"Average Hourly Earnings (Seasonally Adjusted)","2010Q2","Private sector","Euro","19.58"
"Average Hourly Earnings (Seasonally Adjusted)","2010Q2","Public sector","Euro","28.91"
"Average Hourly Earnings (Seasonally Adjusted)","2010Q2","All sectors","Euro","22.07"
"Average Hourly Earnings (Seasonally Adjusted)","2010Q3","Private sector","Euro","19.48"
"Average Hourly Earnings (Seasonally Adjusted)","2010Q3","Public sector","Euro","29.03"
"Average Hourly Earnings (Seasonally Adjusted)","2010Q3","All sectors","Euro","22.13"
"Average Hourly Earnings (Seasonally Adjusted)","2010Q4","Private sector","Euro","19.64"
"Average Hourly Earnings (Seasonally Adjusted)","2010Q4","Public sector","Euro","29.02"
"Average Hourly Earnings (Seasonally Adjusted)","2010Q4","All sectors","Euro","21.99"
"Average Hourly Earnings (Seasonally Adjusted)","2011Q1","Private sector","Euro","19.38"
"Average Hourly Earnings (Seasonally Adjusted)","2011Q1","Public sector","Euro","28.97"
"Average Hourly Earnings (Seasonally Adjusted)","2011Q1","All sectors","Euro","21.93"
"Average Hourly Earnings (Seasonally Adjusted)","2011Q2","Private sector","Euro","19.5"
"Average Hourly Earnings (Seasonally Adjusted)","2011Q2","Public sector","Euro","28.98"
"Average Hourly Earnings (Seasonally Adjusted)","2011Q2","All sectors","Euro","21.93"
"Average Hourly Earnings (Seasonally Adjusted)","2011Q3","Private sector","Euro","19.44"
"Average Hourly Earnings (Seasonally Adjusted)","2011Q3","Public sector","Euro","29.15"
"Average Hourly Earnings (Seasonally Adjusted)","2011Q3","All sectors","Euro","21.92"
"Average Hourly Earnings (Seasonally Adjusted)","2011Q4","Private sector","Euro","19.5"
"Average Hourly Earnings (Seasonally Adjusted)","2011Q4","Public sector","Euro","29.18"
"Average Hourly Earnings (Seasonally Adjusted)","2011Q4","All sectors","Euro","21.96"
"Average Hourly Earnings (Seasonally Adjusted)","2012Q1","Private sector","Euro","19.58"
"Average Hourly Earnings (Seasonally Adjusted)","2012Q1","Public sector","Euro","29.03"
"Average Hourly Earnings (Seasonally Adjusted)","2012Q1","All sectors","Euro","21.96"
"Average Hourly Earnings (Seasonally Adjusted)","2012Q2","Private sector","Euro","19.61"
"Average Hourly Earnings (Seasonally Adjusted)","2012Q2","Public sector","Euro","29.07"
"Average Hourly Earnings (Seasonally Adjusted)","2012Q2","All sectors","Euro","21.98"
"Average Hourly Earnings (Seasonally Adjusted)","2012Q3","Private sector","Euro","19.84"
"Average Hourly Earnings (Seasonally Adjusted)","2012Q3","Public sector","Euro","29.24"
"Average Hourly Earnings (Seasonally Adjusted)","2012Q3","All sectors","Euro","22.18"
"Average Hourly Earnings (Seasonally Adjusted)","2012Q4","Private sector","Euro","19.65"
"Average Hourly Earnings (Seasonally Adjusted)","2012Q4","Public sector","Euro","29.17"
"Average Hourly Earnings (Seasonally Adjusted)","2012Q4","All sectors","Euro","21.85"
"Average Hourly Earnings (Seasonally Adjusted)","2013Q1","Private sector","Euro","19.67"
"Average Hourly Earnings (Seasonally Adjusted)","2013Q1","Public sector","Euro","29.09"
"Average Hourly Earnings (Seasonally Adjusted)","2013Q1","All sectors","Euro","21.89"
"Average Hourly Earnings (Seasonally Adjusted)","2013Q2","Private sector","Euro","19.84"
"Average Hourly Earnings (Seasonally Adjusted)","2013Q2","Public sector","Euro","29.24"
"Average Hourly Earnings (Seasonally Adjusted)","2013Q2","All sectors","Euro","22.03"
"Average Hourly Earnings (Seasonally Adjusted)","2013Q3","Private sector","Euro","19.9"
"Average Hourly Earnings (Seasonally Adjusted)","2013Q3","Public sector","Euro","28.43"
"Average Hourly Earnings (Seasonally Adjusted)","2013Q3","All sectors","Euro","21.91"
"Average Hourly Earnings (Seasonally Adjusted)","2013Q4","Private sector","Euro","19.92"
"Average Hourly Earnings (Seasonally Adjusted)","2013Q4","Public sector","Euro","28.28"
"Average Hourly Earnings (Seasonally Adjusted)","2013Q4","All sectors","Euro","21.88"
"Average Hourly Earnings (Seasonally Adjusted)","2014Q1","Private sector","Euro","20.02"
"Average Hourly Earnings (Seasonally Adjusted)","2014Q1","Public sector","Euro","28.36"
"Average Hourly Earnings (Seasonally Adjusted)","2014Q1","All sectors","Euro","21.97"
"Average Hourly Earnings (Seasonally Adjusted)","2014Q2","Private sector","Euro","19.86"
"Average Hourly Earnings (Seasonally Adjusted)","2014Q2","Public sector","Euro","28.37"
"Average Hourly Earnings (Seasonally Adjusted)","2014Q2","All sectors","Euro","21.82"
"Average Hourly Earnings (Seasonally Adjusted)","2014Q3","Private sector","Euro","19.65"
"Average Hourly Earnings (Seasonally Adjusted)","2014Q3","Public sector","Euro","28.09"
"Average Hourly Earnings (Seasonally Adjusted)","2014Q3","All sectors","Euro","21.61"
"Average Hourly Earnings (Seasonally Adjusted)","2014Q4","Private sector","Euro","20.23"
"Average Hourly Earnings (Seasonally Adjusted)","2014Q4","Public sector","Euro","28.26"
"Average Hourly Earnings (Seasonally Adjusted)","2014Q4","All sectors","Euro","22.06"
"Average Hourly Earnings (Seasonally Adjusted)","2015Q1","Private sector","Euro","19.96"
"Average Hourly Earnings (Seasonally Adjusted)","2015Q1","Public sector","Euro","28.18"
"Average Hourly Earnings (Seasonally Adjusted)","2015Q1","All sectors","Euro","21.84"
"Average Hourly Earnings (Seasonally Adjusted)","2015Q2","Private sector","Euro","20.05"
"Average Hourly Earnings (Seasonally Adjusted)","2015Q2","Public sector","Euro","28.05"
"Average Hourly Earnings (Seasonally Adjusted)","2015Q2","All sectors","Euro","21.88"
"Average Hourly Earnings (Seasonally Adjusted)","2015Q3","Private sector","Euro","20.11"
"Average Hourly Earnings (Seasonally Adjusted)","2015Q3","Public sector","Euro","28"
"Average Hourly Earnings (Seasonally Adjusted)","2015Q3","All sectors","Euro","21.94"
"Average Hourly Earnings (Seasonally Adjusted)","2015Q4","Private sector","Euro","20.08"
"Average Hourly Earnings (Seasonally Adjusted)","2015Q4","Public sector","Euro","28.23"
"Average Hourly Earnings (Seasonally Adjusted)","2015Q4","All sectors","Euro","21.93"
"Average Hourly Earnings (Seasonally Adjusted)","2016Q1","Private sector","Euro","20.34"
"Average Hourly Earnings (Seasonally Adjusted)","2016Q1","Public sector","Euro","28.11"
"Average Hourly Earnings (Seasonally Adjusted)","2016Q1","All sectors","Euro","22.05"
"Average Hourly Earnings (Seasonally Adjusted)","2016Q2","Private sector","Euro","20.32"
"Average Hourly Earnings (Seasonally Adjusted)","2016Q2","Public sector","Euro","28.04"
"Average Hourly Earnings (Seasonally Adjusted)","2016Q2","All sectors","Euro","21.99"
"Average Hourly Earnings (Seasonally Adjusted)","2016Q3","Private sector","Euro","20.32"
"Average Hourly Earnings (Seasonally Adjusted)","2016Q3","Public sector","Euro","28.15"
"Average Hourly Earnings (Seasonally Adjusted)","2016Q3","All sectors","Euro","22.03"
"Average Hourly Earnings (Seasonally Adjusted)","2016Q4","Private sector","Euro","20.51"
"Average Hourly Earnings (Seasonally Adjusted)","2016Q4","Public sector","Euro","28.2"
"Average Hourly Earnings (Seasonally Adjusted)","2016Q4","All sectors","Euro","22.21"
"Average Hourly Earnings (Seasonally Adjusted)","2017Q1","Private sector","Euro","20.45"
"Average Hourly Earnings (Seasonally Adjusted)","2017Q1","Public sector","Euro","28.34"
"Average Hourly Earnings (Seasonally Adjusted)","2017Q1","All sectors","Euro","22.15"
"Average Hourly Earnings (Seasonally Adjusted)","2017Q2","Private sector","Euro","20.52"
"Average Hourly Earnings (Seasonally Adjusted)","2017Q2","Public sector","Euro","28.65"
"Average Hourly Earnings (Seasonally Adjusted)","2017Q2","All sectors","Euro","22.29"
"Average Hourly Earnings (Seasonally Adjusted)","2017Q3","Private sector","Euro","20.85"
"Average Hourly Earnings (Seasonally Adjusted)","2017Q3","Public sector","Euro","29.04"
"Average Hourly Earnings (Seasonally Adjusted)","2017Q3","All sectors","Euro","22.66"
"Average Hourly Earnings (Seasonally Adjusted)","2017Q4","Private sector","Euro","20.84"
"Average Hourly Earnings (Seasonally Adjusted)","2017Q4","Public sector","Euro","28.87"
"Average Hourly Earnings (Seasonally Adjusted)","2017Q4","All sectors","Euro","22.64"
"Average Hourly Earnings (Seasonally Adjusted)","2018Q1","Private sector","Euro","20.9"
"Average Hourly Earnings (Seasonally Adjusted)","2018Q1","Public sector","Euro","29.23"
"Average Hourly Earnings (Seasonally Adjusted)","2018Q1","All sectors","Euro","22.75"
"Average Hourly Earnings (Seasonally Adjusted)","2018Q2","Private sector","Euro","21.15"
"Average Hourly Earnings (Seasonally Adjusted)","2018Q2","Public sector","Euro","29.23"
"Average Hourly Earnings (Seasonally Adjusted)","2018Q2","All sectors","Euro","22.96"
"Average Hourly Earnings (Seasonally Adjusted)","2018Q3","Private sector","Euro","21.41"
"Average Hourly Earnings (Seasonally Adjusted)","2018Q3","Public sector","Euro","29.68"
"Average Hourly Earnings (Seasonally Adjusted)","2018Q3","All sectors","Euro","23.24"
"Average Hourly Earnings (Seasonally Adjusted)","2018Q4","Private sector","Euro","21.56"
"Average Hourly Earnings (Seasonally Adjusted)","2018Q4","Public sector","Euro","29.57"
"Average Hourly Earnings (Seasonally Adjusted)","2018Q4","All sectors","Euro","23.37"
"Average Hourly Earnings (Seasonally Adjusted)","2019Q1","Private sector","Euro","21.6"
"Average Hourly Earnings (Seasonally Adjusted)","2019Q1","Public sector","Euro","29.56"
"Average Hourly Earnings (Seasonally Adjusted)","2019Q1","All sectors","Euro","23.38"
"Average Hourly Earnings (Seasonally Adjusted)","2019Q2","Private sector","Euro","21.93"
"Average Hourly Earnings (Seasonally Adjusted)","2019Q2","Public sector","Euro","29.67"
"Average Hourly Earnings (Seasonally Adjusted)","2019Q2","All sectors","Euro","23.69"
"Average Hourly Earnings (Seasonally Adjusted)","2019Q3","Private sector","Euro","22.43"
"Average Hourly Earnings (Seasonally Adjusted)","2019Q3","Public sector","Euro","30.06"
"Average Hourly Earnings (Seasonally Adjusted)","2019Q3","All sectors","Euro","24.2"
"Average Hourly Earnings (Seasonally Adjusted)","2019Q4","Private sector","Euro","22.46"
"Average Hourly Earnings (Seasonally Adjusted)","2019Q4","Public sector","Euro","30.4"
"Average Hourly Earnings (Seasonally Adjusted)","2019Q4","All sectors","Euro","24.3"
"Average Hourly Earnings (Seasonally Adjusted)","2020Q1","Private sector","Euro","22.17"
"Average Hourly Earnings (Seasonally Adjusted)","2020Q1","Public sector","Euro","30.68"
"Average Hourly Earnings (Seasonally Adjusted)","2020Q1","All sectors","Euro","24.02"
"Average Hourly Earnings (Seasonally Adjusted)","2020Q2","Private sector","Euro","23.52"
"Average Hourly Earnings (Seasonally Adjusted)","2020Q2","Public sector","Euro","30.76"
"Average Hourly Earnings (Seasonally Adjusted)","2020Q2","All sectors","Euro","25.36"
"Average Hourly Earnings (Seasonally Adjusted)","2020Q3","Private sector","Euro","23.28"
"Average Hourly Earnings (Seasonally Adjusted)","2020Q3","Public sector","Euro","30.71"
"Average Hourly Earnings (Seasonally Adjusted)","2020Q3","All sectors","Euro","25.13"
"Average Hourly Earnings (Seasonally Adjusted)","2020Q4","Private sector","Euro","23.89"
"Average Hourly Earnings (Seasonally Adjusted)","2020Q4","Public sector","Euro","31.19"
"Average Hourly Earnings (Seasonally Adjusted)","2020Q4","All sectors","Euro","25.63"
"Average Hourly Earnings (Seasonally Adjusted)","2021Q1","Private sector","Euro","24.24"
"Average Hourly Earnings (Seasonally Adjusted)","2021Q1","Public sector","Euro","31.81"
"Average Hourly Earnings (Seasonally Adjusted)","2021Q1","All sectors","Euro","26.03"
"Average Hourly Earnings (Seasonally Adjusted)","2021Q2","Private sector","Euro","24.27"
"Average Hourly Earnings (Seasonally Adjusted)","2021Q2","Public sector","Euro","31.4"
"Average Hourly Earnings (Seasonally Adjusted)","2021Q2","All sectors","Euro","26.07"
"Average Hourly Earnings (Seasonally Adjusted)","2021Q3","Private sector","Euro","24.2"
"Average Hourly Earnings (Seasonally Adjusted)","2021Q3","Public sector","Euro","32.26"
"Average Hourly Earnings (Seasonally Adjusted)","2021Q3","All sectors","Euro","26.11"
"Average Hourly Earnings (Seasonally Adjusted)","2021Q4","Private sector","Euro","24.7"
"Average Hourly Earnings (Seasonally Adjusted)","2021Q4","Public sector","Euro","31.92"
"Average Hourly Earnings (Seasonally Adjusted)","2021Q4","All sectors","Euro","26.37"
"Average Hourly Earnings (Seasonally Adjusted)","2022Q1","Private sector","Euro","25.01"
"Average Hourly Earnings (Seasonally Adjusted)","2022Q1","Public sector","Euro","31.96"
"Average Hourly Earnings (Seasonally Adjusted)","2022Q1","All sectors","Euro","26.59"
"Average Hourly Earnings (Seasonally Adjusted)","2022Q2","Private sector","Euro","25.07"
"Average Hourly Earnings (Seasonally Adjusted)","2022Q2","Public sector","Euro","32.28"
"Average Hourly Earnings (Seasonally Adjusted)","2022Q2","All sectors","Euro","26.74"
"Average Hourly Earnings (Seasonally Adjusted)","2022Q3","Private sector","Euro","25.36"
"Average Hourly Earnings (Seasonally Adjusted)","2022Q3","Public sector","Euro","32.58"
"Average Hourly Earnings (Seasonally Adjusted)","2022Q3","All sectors","Euro","27.04"
"Average Hourly Earnings (Seasonally Adjusted)","2022Q4","Private sector","Euro","25.76"
"Average Hourly Earnings (Seasonally Adjusted)","2022Q4","Public sector","Euro","35.67"
"Average Hourly Earnings (Seasonally Adjusted)","2022Q4","All sectors","Euro","28.02"
"Average Hourly Earnings (Seasonally Adjusted)","2023Q1","Private sector","Euro","25.85"
"Average Hourly Earnings (Seasonally Adjusted)","2023Q1","Public sector","Euro","33.88"
"Average Hourly Earnings (Seasonally Adjusted)","2023Q1","All sectors","Euro","27.62"
"Average Hourly Earnings (Seasonally Adjusted)","2023Q2","Private sector","Euro","26.29"
"Average Hourly Earnings (Seasonally Adjusted)","2023Q2","Public sector","Euro","34.51"
"Average Hourly Earnings (Seasonally Adjusted)","2023Q2","All sectors","Euro","28.18"
"Average Hourly Earnings (Seasonally Adjusted)","2023Q3","Private sector","Euro","26.73"
"Average Hourly Earnings (Seasonally Adjusted)","2023Q3","Public sector","Euro","34.9"
"Average Hourly Earnings (Seasonally Adjusted)","2023Q3","All sectors","Euro","28.62"
"Average Hourly Earnings (Seasonally Adjusted)","2023Q4","Private sector","Euro","26.75"
"Average Hourly Earnings (Seasonally Adjusted)","2023Q4","Public sector","Euro","35.11"
"Average Hourly Earnings (Seasonally Adjusted)","2023Q4","All sectors","Euro","28.64"
"Average Hourly Earnings (Seasonally Adjusted)","2024Q1","Private sector","Euro","27.1"
"Average Hourly Earnings (Seasonally Adjusted)","2024Q1","Public sector","Euro","35.44"
"Average Hourly Earnings (Seasonally Adjusted)","2024Q1","All sectors","Euro","28.97"
"Average Hourly Earnings (Seasonally Adjusted)","2024Q2","Private sector","Euro","27.62"
"Average Hourly Earnings (Seasonally Adjusted)","2024Q2","Public sector","Euro","36.65"
"Average Hourly Earnings (Seasonally Adjusted)","2024Q2","All sectors","Euro","29.74"
"Average Hourly Earnings (Seasonally Adjusted)","2024Q3","Private sector","Euro","27.97"
"Average Hourly Earnings (Seasonally Adjusted)","2024Q3","Public sector","Euro","36.5"
"Average Hourly Earnings (Seasonally Adjusted)","2024Q3","All sectors","Euro","30.02"
"Average Hourly Earnings (Seasonally Adjusted)","2024Q4","Private sector","Euro","28.37"
"Average Hourly Earnings (Seasonally Adjusted)","2024Q4","Public sector","Euro","37.11"
"Average Hourly Earnings (Seasonally Adjusted)","2024Q4","All sectors","Euro","30.45"
"Average Hourly Earnings (Seasonally Adjusted)","2025Q1","Private sector","Euro","28.8"
"Average Hourly Earnings (Seasonally Adjusted)","2025Q1","Public sector","Euro","37.51"
"Average Hourly Earnings (Seasonally Adjusted)","2025Q1","All sectors","Euro","30.78"
"Average Hourly Earnings (Seasonally Adjusted)","2025Q2","Private sector","Euro","28.7"
"Average Hourly Earnings (Seasonally Adjusted)","2025Q2","Public sector","Euro","37.64"
"Average Hourly Earnings (Seasonally Adjusted)","2025Q2","All sectors","Euro","30.8"
